Customer_ID,Activity_Month,Tenure_Months,Monthly_Data_GB,Monthly_Voice_Minutes,Monthly_SMS,International_Minutes,Roaming_Usage_GB,Average_Call_Duration,Network_Downtime_Minutes,Dropped_Call_Rate,Network_Quality_Score,Service_Quality_Score,Customer_Satisfaction_Score,Monthly_Charge,Additional_Charges,Discount,Tax,Total_Monthly_Bill,Payment_Delay_Days,Missed_Payments,Outstanding_Balance,Customer_Service_Calls,Technical_Support_Tickets,Complaint_Count,Competitor_Available,Competitor_Name,Competitor_Price_Difference,Competitor_Promotion,Competitor_Service_Rating,Port_Out_Intent,Churn_Status,Network_Downtime_Outlier
NXT-100001,2025-11-01,20,1.73,164.40,42.00,0.00,0.00,2.56,23.00,0.0365,62.90,56.90,38.80,71.50,0.00,5.00,5.36,71.86,1,0,0.00,0,0,0,Yes,"Globacom Prime",-5.30,No,4.30,No,Active,0
NXT-100001,2025-12-01,21,10.28,249.00,37.00,0.00,0.00,2.85,16.80,0.0234,70.30,59.80,51.00,71.50,3.04,0.00,5.36,79.90,0,0,0.00,0,0,0,Yes,MTN-X,3.71,No,2.80,No,Active,0
NXT-100002,2023-06-01,0,12.96,247.20,12.00,0.00,0.00,5.07,145.40,0.0259,79.50,71.10,63.30,43.50,4.56,5.00,3.26,46.32,0,0,0.00,1,1,0,Yes,"Zenith Connect",7.41,No,2.90,No,Active,0
NXT-100002,2023-07-01,1,9.24,245.00,89.00,0.00,0.00,5.02,1.30,0.0131,85.70,87.00,69.10,43.50,0.27,0.00,3.26,47.03,1,0,0.00,0,0,0,Yes,"Zenith Connect",-5.79,No,3.10,Yes,Active,0
NXT-100002,2023-08-01,2,16.46,269.10,191.00,0.00,0.00,3.58,54.60,0.0123,90.00,85.60,74.80,43.50,12.51,0.00,3.26,59.27,0,0,0.00,0,0,0,Yes,MTN-X,13.61,No,4.70,No,Active,0
NXT-100002,2023-09-01,3,16.56,201.00,85.00,0.00,0.00,1.23,33.10,0.0072,94.60,82.10,68.30,43.50,13.60,0.00,3.26,60.36,0,0,0.00,1,0,0,Yes,MTN-X,8.31,Yes,3.70,No,Active,0
NXT-100002,2023-10-01,4,1.81,265.70,143.00,0.00,0.00,2.87,65.20,0.0153,89.10,77.50,67.10,43.50,11.52,0.00,3.26,58.28,0,0,0.00,0,0,0,Yes,"Globacom Prime",3.12,Yes,4.70,No,active,0
NXT-100002,2023-11-01,5,14.99,237.10,16.00,0.00,0.00,7.57,72.10,0.0107,91.90,79.70,70.00,43.50,13.16,0.00,3.26,59.92,0,0,0.00,0,0,0,Yes,"Zenith Connect",-3.76,No,4.30,No,Active,0
NXT-100002,2023-12-01,6,13.52,199.20,42.00,0.00,0.00,5.05,30.40,0.0029,89.00,77.10,61.00,43.50,7.78,0.00,3.26,54.54,2,0,0.00,0,0,1,Yes,"Globacom Prime",-11.55,No,2.70,No,Active,0
NXT-100002,2024-01-01,7,13.14,206.80,0.00,0.00,0.00,3.40,27.10,0.0039,97.30,92.10,77.30,43.50,4.26,0.00,3.26,51.02,1,0,0.00,0,0,0,Yes,MTN-X,5.13,No,3.70,No,Active,0
NXT-100002,2024-02-01,8,6.22,147.20,186.00,0.00,0.00,2.97,11.60,0.0074,93.10,84.10,68.70,43.50,5.45,0.00,3.26,NULL,0,0,0.00,1,0,0,Yes,"Globacom Prime",16.55,Yes,4.30,No,Active,0
NXT-100002,2024-03-01,9,31.59,496.20,68.00,0.00,0.00,3.54,3.10,0.0023,95.90,84.40,78.00,43.50,12.73,0.00,3.26,59.49,0,0,0.00,1,0,0,Yes,"Globacom Prime",NULL,Yes,3.20,No,Active,0
NXT-100002,2024-04-01,10,14.18,244.50,106.00,0.00,0.00,0.71,0.80,0.0035,90.00,82.80,75.10,43.50,6.34,0.00,3.26,53.10,0,0,0.00,0,0,0,Yes,"9Wave Telecom",17.16,No,2.90,Yes,Active,0
NXT-100002,2024-05-01,11,5.66,181.90,90.00,0.00,0.00,4.22,20.60,0.0049,87.10,77.30,71.80,43.50,5.08,0.00,3.26,51.84,2,0,0.00,0,0,0,Yes,"AirLink Mobile",3.94,Yes,4.50,No,Active,0
NXT-100002,2024-06-01,12,5.30,292.30,31.00,0.00,0.00,0.53,2.70,0.0006,97.70,93.00,79.50,43.50,3.97,0.00,3.26,50.73,2,0,0.00,1,0,0,Yes,"Zenith Connect",4.00,No,2.70,No,Active,0
NXT-100002,2024-07-01,13,12.90,156.40,85.00,0.00,0.00,4.09,25.40,0.0074,92.00,63.10,68.20,43.50,0.00,0.00,3.26,46.76,1,0,0.00,0,0,0,Yes,"9Wave Telecom",19.80,No,4.40,No,Active,0
NXT-100002,2024-08-01,14,18.91,185.90,79.00,0.00,0.00,3.75,42.70,0.0021,98.30,86.30,76.10,43.50,5.17,0.00,3.26,51.93,3,0,0.00,0,0,0,Yes,"Globacom Prime",8.62,No,3.00,No,Active,0
NXT-100002,2024-09-01,15,15.89,274.60,81.00,0.00,0.00,4.46,17.70,0.0216,84.20,74.90,60.90,43.50,0.00,0.00,3.26,46.76,1,0,0.00,0,0,0,Yes,"Zenith Connect",-13.30,No,4.10,No,Active,0
NXT-100002,2024-10-01,16,6.45,141.50,112.00,0.00,0.00,4.17,2.10,0.0008,98.80,78.40,65.30,43.50,2.40,0.00,3.26,49.16,0,0,0.00,0,0,0,Yes,"Globacom Prime",17.77,Yes,2.80,No,Active,0
NXT-100002,2024-11-01,17,2.04,390.70,167.00,0.00,0.00,3.25,19.10,0.0007,97.80,83.20,63.90,43.50,10.25,0.00,3.26,57.01,5,0,0.00,1,1,0,Yes,"9Wave Telecom",7.03,No,2.50,No,Active,0
NXT-100002,2024-12-01,18,9.68,49.20,0.00,0.00,0.00,4.18,9.00,0.0050,91.60,76.00,65.70,43.50,12.25,0.00,3.26,59.01,1,0,0.00,0,0,0,Yes,"AirLink Mobile",17.65,No,3.30,No,Active,0
NXT-100002,2025-01-01,19,12.37,190.10,99.00,0.00,0.00,4.17,32.80,0.0031,92.70,80.30,66.30,43.50,0.71,0.00,3.26,47.47,6,0,0.00,0,0,0,Yes,MTN-X,4.47,Yes,4.40,Yes,Active,0
NXT-100002,2025-02-01,20,20.66,385.10,26.00,0.00,0.00,4.33,0.70,0.0225,81.60,75.70,76.70,43.50,0.00,0.00,3.26,46.76,0,0,0.00,0,1,0,Yes,"Zenith Connect",-5.53,No,3.20,No,Active,0
NXT-100002,2025-03-01,21,16.49,138.20,0.00,0.00,0.00,2.66,9.60,0.0026,97.40,78.10,75.70,43.50,8.35,0.00,3.26,55.11,0,0,0.00,0,1,0,Yes,MTN-X,12.93,No,3.40,No,Active,0
NXT-100002,2025-04-01,22,7.60,145.40,51.00,0.00,0.00,2.10,3.70,0.0036,92.70,89.30,73.60,43.50,14.21,0.00,3.26,60.97,3,0,0.00,0,0,1,Yes,"AirLink Mobile",18.79,No,2.80,No,Active,0
NXT-100002,2025-05-01,23,15.44,90.50,51.00,0.00,0.00,3.40,5.30,0.0186,82.20,74.00,78.40,43.50,0.00,15.00,3.26,31.76,0,0,0.00,1,0,0,Yes,"Zenith Connect",9.99,No,3.00,No,Active,0
NXT-100002,2025-06-01,24,9.32,260.50,19.00,0.00,0.00,2.57,1.70,0.0037,96.50,80.80,68.60,43.50,7.18,0.00,3.26,53.94,1,0,0.00,0,0,0,Yes,"Globacom Prime",-9.20,No,4.80,No,Active,0
NXT-100002,2025-07-01,25,19.87,321.40,72.00,0.00,0.00,3.25,35.10,0.0024,94.20,82.50,69.90,43.50,0.00,0.00,3.26,46.76,0,0,0.00,0,0,0,Yes,"Globacom Prime",-5.85,No,2.80,No,Active,0
NXT-100002,2025-08-01,26,9.69,238.20,134.00,0.00,0.00,2.43,37.40,0.0057,94.80,78.50,68.60,43.50,0.00,0.00,3.26,46.76,0,0,0.00,0,1,1,Yes,MTN-X,3.83,Yes,3.20,Yes,Active,0
NXT-100002,2025-09-01,27,12.97,173.70,0.00,0.00,0.00,5.47,22.60,0.0134,89.70,71.70,57.10,43.50,0.00,0.00,3.26,46.76,1,0,0.00,1,0,0,Yes,"Globacom Prime",6.50,No,3.30,No,Active,0
NXT-100002,2025-10-01,28,9.43,114.20,29.00,0.00,0.00,1.43,68.80,0.0132,90.90,76.00,64.10,43.50,0.05,0.00,3.26,46.81,5,0,0.00,0,0,0,Yes,"9Wave Telecom",18.33,No,4.30,No,Active,0
NXT-100002,2025-11-01,29,4.49,250.90,20.00,0.00,0.00,5.99,38.30,0.0052,96.40,84.70,76.20,43.50,3.69,0.00,3.26,50.45,1,0,NULL,0,0,0,Yes,"Zenith Connect",-2.97,No,3.80,No,Active,0
NXT-100002,2025-12-01,30,10.17,208.90,32.00,0.00,0.00,2.73,55.40,0.0128,90.90,85.60,76.30,43.50,0.00,0.00,3.26,46.76,2,0,0.00,0,0,0,Yes,"Globacom Prime",9.15,Yes,3.70,No,Active,0
NXT-100003,2023-12-01,0,10.91,279.30,41.00,0.00,0.00,5.89,41.10,0.0559,59.90,62.10,NULL,43.50,1.91,0.00,3.26,48.67,0,0,0.00,0,0,0,Yes,MTN-X,-0.15,Yes,3.30,No,Active,0
NXT-100003,2024-01-01,1,8.84,177.10,91.00,0.00,0.00,2.27,6.90,0.0202,57.70,54.90,74.30,43.50,1.68,10.00,3.26,38.44,1,0,0.00,0,0,0,Yes,"AirLink Mobile",17.69,No,4.80,No,Active,0
NXT-100003,2024-02-01,2,7.70,171.70,129.00,0.00,0.00,2.89,45.50,0.0174,62.30,78.40,NULL,43.50,1.48,0.00,3.26,48.24,0,0,0.00,0,0,0,Yes,"AirLink Mobile",0.92,No,2.90,No,Active,0
NXT-100003,2024-03-01,3,0.62,398.90,44.00,0.00,0.00,4.48,46.80,0.0238,55.70,74.10,86.00,43.50,0.00,0.00,3.26,46.76,1,0,0.00,0,0,0,Yes,MTN-X,7.09,No,3.20,No,Active,0
NXT-100003,2024-04-01,4,0.00,264.00,135.00,0.00,0.00,1.62,55.90,0.0237,65.00,62.20,63.20,43.50,0.67,5.00,3.26,42.43,1,0,0.00,0,0,0,Yes,"AirLink Mobile",-10.04,Yes,3.50,No,Active,0
NXT-100003,2024-05-01,5,11.20,162.30,132.00,0.00,0.00,0.50,17.30,0.0432,64.20,68.20,77.90,43.50,4.22,0.00,3.26,50.98,3,0,0.00,1,0,0,Yes,"9Wave Telecom",10.81,No,2.50,No,Active,0
NXT-100003,2024-06-01,6,1.33,296.90,22.00,0.00,0.00,5.42,22.80,0.0272,69.20,76.30,86.40,43.50,9.02,0.00,3.26,55.78,1,0,0.00,1,0,0,Yes,MTN-X,-8.37,No,3.00,Yes,Active,0
NXT-100003,2024-07-01,7,20.75,136.30,50.00,0.00,0.00,8.41,63.10,0.0088,62.80,62.30,83.50,43.50,1.32,0.00,3.26,48.08,1,0,0.00,0,0,0,Yes,"Zenith Connect",-2.75,No,2.80,No,Active,0
NXT-100003,2024-08-01,8,3.03,409.50,116.00,0.00,0.00,3.55,47.50,0.0291,60.60,75.30,80.50,43.50,0.00,15.00,3.26,31.76,4,0,0.00,0,0,0,Yes,"AirLink Mobile",12.35,No,3.90,No,Active,0
NXT-100003,2024-09-01,9,20.53,213.80,139.00,0.00,0.00,5.54,47.00,0.0512,61.40,71.80,83.50,43.50,2.75,0.00,3.26,49.51,1,0,0.00,0,0,0,Yes,"Globacom Prime",12.06,No,4.70,No,Active,0
NXT-100003,2024-10-01,10,13.89,144.80,49.00,0.00,0.00,2.70,109.30,0.0250,61.60,67.30,83.10,43.50,3.28,0.00,3.26,50.04,1,0,0.00,0,0,0,Yes,"Zenith Connect",-12.55,Yes,3.20,No,Active,0
NXT-100003,2024-11-01,11,29.42,221.30,127.00,0.00,0.00,5.08,5.30,0.0192,58.30,79.60,75.30,43.50,2.11,0.00,3.26,48.87,0,0,0.00,0,0,0,Yes,"AirLink Mobile",-3.82,No,2.80,No,Active,0
NXT-100003,2024-12-01,12,10.00,272.30,120.00,0.00,0.00,5.34,16.30,0.0573,58.90,76.40,71.60,43.50,0.00,0.00,3.26,46.76,0,0,0.00,1,1,0,Yes,"Zenith Connect",-4.73,Yes,2.80,No,Active,0
NXT-100003,2025-01-01,13,6.06,149.60,165.00,0.00,0.00,2.23,47.10,0.0368,68.40,72.90,75.30,43.50,9.80,15.00,3.26,41.56,5,0,0.00,1,0,0,Yes,"Zenith Connect",2.04,No,3.60,No,Active,0
NXT-100003,2025-02-01,14,15.39,306.70,68.00,0.00,0.00,7.90,26.30,0.0390,55.10,57.90,70.30,43.50,13.38,0.00,3.26,60.14,0,0,0.00,0,0,0,Yes,"9Wave Telecom",-5.76,No,3.20,No,Active,0
NXT-100003,2025-03-01,15,19.02,163.70,10.00,0.00,0.00,4.79,21.60,0.0266,65.60,76.40,81.30,43.50,13.41,0.00,3.26,60.17,1,0,0.00,0,0,0,Yes,"Zenith Connect",2.63,Yes,3.00,No,Active,0
NXT-100003,2025-04-01,16,4.15,220.20,63.00,0.00,0.00,4.23,7.30,0.0451,58.20,59.90,69.60,43.50,9.92,0.00,3.26,56.68,0,0,0.00,0,0,0,Yes,"Zenith Connect",-12.76,No,4.10,No,Active,0
NXT-100003,2025-05-01,17,22.78,214.80,0.00,0.00,0.00,6.76,34.70,0.0358,59.10,70.90,70.90,43.50,1.24,0.00,3.26,48.00,1,0,0.00,1,1,0,Yes,"9Wave Telecom",-0.27,No,NULL,Yes,Active,0
NXT-100003,2025-06-01,18,12.59,226.10,124.00,0.00,0.00,1.24,9.40,0.0329,61.20,70.00,66.40,43.50,5.89,0.00,3.26,52.65,1,0,0.00,0,0,0,Yes,MTN-X,-7.57,Yes,3.90,No,Active,0
NXT-100003,2025-07-01,19,14.99,141.60,57.00,0.00,0.00,4.10,79.80,0.0099,63.80,69.00,82.80,43.50,9.22,0.00,3.26,55.98,0,0,0.00,1,0,0,Yes,MTN-X,-3.60,No,3.10,No,Active,0
NXT-100003,2025-08-01,20,0.00,264.80,59.00,0.00,0.00,2.21,92.40,0.0181,67.30,75.30,67.80,43.50,0.00,0.00,3.26,46.76,5,0,0.00,0,0,0,Yes,"9Wave Telecom",-5.54,Yes,2.70,No,Active,0
NXT-100003,2025-09-01,21,1.56,342.10,78.00,0.00,0.00,5.84,0.20,0.0458,62.80,70.00,74.00,43.50,0.56,0.00,3.26,47.32,2,0,0.00,0,0,0,Yes,"AirLink Mobile",11.62,No,4.20,No,Active,0
NXT-100003,2025-10-01,22,11.49,137.50,101.00,0.00,0.00,5.89,0.20,0.0513,57.80,71.90,79.30,43.50,5.76,0.00,3.26,52.52,4,0,0.00,0,0,0,Yes,MTN-X,7.92,No,4.40,No,Active,0
NXT-100003,2025-11-01,23,9.58,338.40,59.00,0.00,0.00,3.99,28.60,0.0309,60.40,70.20,70.10,43.50,4.09,0.00,3.26,50.85,5,0,0.00,0,0,0,Yes,MTN-X,-11.95,Yes,3.30,No,Active,0
NXT-100003,2025-12-01,24,18.92,266.70,118.00,0.00,0.00,2.95,9.20,0.0446,59.10,69.80,70.10,43.50,3.20,0.00,3.26,49.96,0,0,0.00,0,0,0,Yes,"Zenith Connect",6.33,No,3.50,No,Active,0
NXT-100004,2023-12-01,0,10.38,343.60,123.00,0.00,0.00,2.19,13.20,0.0677,48.20,79.00,98.10,44.50,10.38,0.00,3.34,58.22,3,0,0.00,0,0,0,Yes,MTN-X,-0.32,Yes,4.30,No,Active,0
NXT-100004,2024-01-01,1,6.47,166.20,28.00,0.00,0.00,4.14,101.10,0.0475,58.60,84.20,98.20,44.50,0.00,0.00,3.34,47.84,2,0,0.00,1,0,0,Yes,"Zenith Connect",-11.19,No,4.70,No,Active,0
NXT-100004,2024-02-01,2,20.27,82.20,70.00,0.00,0.00,6.88,87.70,0.0564,52.40,69.70,91.60,44.50,7.01,0.00,3.34,54.85,0,0,0.00,0,0,0,Yes,"Globacom Prime",1.93,No,4.70,No,Active,0
NXT-100004,2024-03-01,3,13.62,360.60,41.00,0.00,0.00,2.96,58.00,0.0244,53.50,73.50,92.10,44.50,0.00,0.00,3.34,47.84,0,0,0.00,0,0,0,Yes,"AirLink Mobile",-13.23,Yes,2.90,No,Active,0
NXT-100004,2024-04-01,4,15.20,300.10,89.00,0.00,0.00,3.37,106.60,0.0415,52.90,74.50,92.00,44.50,0.00,0.00,3.34,47.84,0,0,0.00,0,0,0,Yes,"Globacom Prime",-11.98,Yes,4.20,No,Active,0
NXT-100004,2024-05-01,5,3.96,261.30,58.00,0.00,0.00,5.14,34.10,0.0317,63.50,76.80,100.00,44.50,7.76,0.00,3.34,55.60,0,0,0.00,0,0,1,Yes,"Zenith Connect",-12.31,No,3.70,No,Active,0
NXT-100004,2024-06-01,6,10.22,324.00,83.00,0.00,0.00,9.12,56.00,0.0561,57.60,74.40,100.00,44.50,0.00,0.00,3.34,47.84,5,0,0.00,1,0,0,Yes,"Globacom Prime",10.85,No,4.50,No,Active,0
NXT-100004,2024-07-01,7,4.79,199.10,165.00,0.00,0.00,3.22,12.60,0.0199,56.30,78.40,94.10,44.50,6.98,0.00,3.34,54.82,0,0,0.00,1,0,0,Yes,"Zenith Connect",2.51,No,4.10,No,Active,0
NXT-100004,2024-08-01,8,9.85,175.90,71.00,0.00,0.00,7.90,7.60,0.0213,62.40,77.60,97.60,44.50,0.00,0.00,3.34,47.84,1,0,0.00,1,0,0,Yes,"9Wave Telecom",13.12,No,3.80,No,Active,0
NXT-100004,2024-09-01,9,2.46,204.40,73.00,0.00,0.00,4.42,40.40,0.0236,64.50,91.00,100.00,44.50,9.22,0.00,3.34,57.06,0,0,0.00,1,0,1,Yes,"9Wave Telecom",-6.28,No,4.60,No,Active,0
NXT-100004,2024-10-01,10,9.42,191.00,32.00,0.00,0.00,2.27,185.50,0.0125,58.20,83.90,97.40,44.50,10.17,10.00,3.34,48.01,0,0,0.00,0,0,0,Yes,"AirLink Mobile",19.99,Yes,3.30,No,Active,0
NXT-100004,2024-11-01,11,10.38,189.80,67.00,0.00,0.00,2.94,41.40,0.0360,58.40,88.00,100.00,44.50,2.40,0.00,3.34,50.24,6,0,0.00,0,0,0,Yes,"AirLink Mobile",7.93,No,4.30,No,Active,0
NXT-100004,2024-12-01,12,18.29,178.10,47.00,0.00,0.00,3.52,94.00,0.0132,45.90,68.70,90.10,44.50,1.46,0.00,3.34,49.30,2,0,0.00,1,0,0,Yes,"Globacom Prime",-11.14,Yes,3.70,No,Active,0
NXT-100004,2025-01-01,13,14.93,188.50,0.00,0.00,0.00,1.75,30.80,0.0198,60.40,74.50,96.60,44.50,0.00,0.00,3.34,47.84,4,0,0.00,0,0,0,Yes,MTN-X,-4.32,Yes,4.60,No,Active,0
NXT-100004,2025-02-01,14,8.95,141.70,117.00,0.00,0.00,3.57,84.60,0.0626,50.80,79.20,100.00,44.50,0.00,0.00,3.34,47.84,0,0,0.00,0,0,1,Yes,MTN-X,-4.54,Yes,3.80,No,Active,0
NXT-100004,2025-03-01,15,13.25,302.00,11.00,0.00,0.00,3.93,17.50,0.0496,59.50,88.40,95.70,44.50,4.04,0.00,3.34,51.88,2,0,0.00,1,0,0,Yes,"Globacom Prime",-1.78,No,3.40,No,Active,0
NXT-100004,2025-04-01,16,15.12,186.70,64.00,0.00,0.00,5.30,39.40,0.0501,59.00,82.70,96.10,44.50,0.00,0.00,3.34,47.84,0,0,0.00,2,3,0,Yes,"Globacom Prime",10.85,No,NULL,No,Active,0
NXT-100004,2025-05-01,17,17.58,94.60,3.00,0.00,0.00,2.65,5.70,0.0468,58.60,76.40,100.00,44.50,7.01,15.00,3.34,39.85,4,0,0.00,0,2,0,Yes,"AirLink Mobile",7.56,Yes,4.30,No,Active,0
NXT-100004,2025-06-01,18,7.79,288.40,24.00,0.00,0.00,3.97,4.60,0.0650,55.80,77.70,100.00,44.50,7.67,0.00,3.34,55.51,4,0,0.00,0,1,0,Yes,MTN-X,16.46,Yes,3.60,No,Active,0
NXT-100004,2025-07-01,19,5.73,126.00,165.00,0.00,0.00,3.11,22.90,0.0515,60.70,84.40,98.10,44.50,0.76,0.00,3.34,48.60,1,0,0.00,1,0,0,Yes,"AirLink Mobile",-3.81,No,2.80,No,Active,0
NXT-100004,2025-08-01,20,14.86,187.50,88.00,0.00,0.00,3.83,105.60,0.0348,51.80,81.90,100.00,44.50,5.10,0.00,3.34,52.94,5,0,0.00,0,0,0,Yes,"AirLink Mobile",7.12,Yes,3.70,No,Active,0
NXT-100004,2025-09-01,21,0.00,305.80,138.00,0.00,0.00,6.15,98.00,0.0713,51.00,64.20,100.00,44.50,4.87,5.00,3.34,47.71,2,0,0.00,1,0,0,Yes,"Globacom Prime",9.23,Yes,3.50,No,Active,0
NXT-100004,2025-10-01,22,7.02,281.70,96.00,0.00,0.00,2.69,33.30,0.0491,60.10,71.50,NULL,44.50,0.00,0.00,3.34,47.84,1,0,NULL,0,0,0,Yes,"Zenith Connect",-6.14,No,3.90,No,Active,0
NXT-100004,2025-11-01,23,0.00,173.10,76.00,0.00,0.00,2.74,28.50,0.0375,63.90,85.90,95.30,44.50,1.81,0.00,3.34,49.65,0,0,0.00,0,0,0,Yes,"Zenith Connect",0.22,Yes,3.40,No,Active,0
NXT-100004,2025-12-01,24,14.28,223.10,62.00,0.00,0.00,1.67,43.10,0.0640,50.10,72.60,99.20,44.50,8.07,0.00,3.34,55.91,0,0,0.00,1,1,0,Yes,"9Wave Telecom",0.65,Yes,3.20,No,Active,0
NXT-100005,2023-07-01,0,2.86,261.50,0.00,0.00,0.00,3.36,15.20,0.0206,84.70,69.00,61.10,18.50,4.92,0.00,1.39,24.81,3,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100005,2023-08-01,1,6.37,248.80,0.00,0.00,0.00,4.76,13.20,0.0051,79.80,60.40,60.00,18.50,11.45,0.00,1.39,31.34,0,0,0.00,2,0,0,No,,NULL,No,NULL,No,Active,0
NXT-100005,2023-09-01,2,0.00,227.20,14.00,0.00,0.00,5.78,21.80,0.0042,93.90,87.30,62.30,18.50,12.63,0.00,1.39,32.52,0,0,0.00,0,0,0,No,,NULL,No,NULL,No,Active,0
